2020-02-13/22:53:11		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:53		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:54		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:55		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:56		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:57		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:58		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:23:59		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:00		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:01		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:02		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:03		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:04		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:05		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:06		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:07		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:08		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-14/14:24:09		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
